Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Avg IV","30D His Vol"
AMZN|20230317|3040.00P,AMZN,"3,040.00",+3.14%,425.00,433.50,442.00,430.05,0.00,unch,0,75,0.00,32.33%,Put,367,03/17/23,03/11/22,33.99%,57.90%
AMZN|20230317|3060.00P,AMZN,"3,060.00",+3.82%,436.00,444.75,453.50,477.95,0.00,unch,0,38,0.00,32.25%,Put,367,03/17/23,03/14/22,33.99%,57.90%
AMZN|20230317|3080.00P,AMZN,"3,080.00",+4.50%,447.00,455.75,464.50,531.43,0.00,unch,0,36,0.00,32.15%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|3100.00P,AMZN,"3,100.00",+5.18%,459.00,467.50,476.00,502.92,0.00,unch,0,427,0.00,32.09%,Put,367,03/17/23,03/14/22,33.99%,57.90%
AMZN|20230317|3120.00P,AMZN,"3,120.00",+5.86%,470.50,479.00,487.50,557.81,0.00,unch,0,232,0.00,32.00%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|3140.00P,AMZN,"3,140.00",+6.54%,482.00,490.50,499.00,571.32,0.00,unch,0,24,0.00,31.90%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|3160.00P,AMZN,"3,160.00",+7.22%,493.50,502.25,511.00,520.70,-63.91,-10.93%,1,22,0.05,31.80%,Put,367,03/17/23,03/15/22,33.99%,57.90%
AMZN|20230317|3180.00P,AMZN,"3,180.00",+7.89%,505.50,513.75,522.00,603.09,0.00,unch,0,17,0.00,31.67%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|3200.00P,AMZN,"3,200.00",+8.57%,517.50,526.25,535.00,637.00,0.00,unch,0,52,0.00,31.61%,Put,367,03/17/23,03/08/22,33.99%,57.90%
AMZN|20230317|3220.00P,AMZN,"3,220.00",+9.25%,529.00,536.33,543.65,379.25,0.00,unch,0,28,0.00,31.34%,Put,367,03/17/23,01/07/22,33.99%,57.90%
AMZN|20230317|3240.00P,AMZN,"3,240.00",+9.93%,542.00,550.75,559.50,630.67,0.00,unch,0,12,0.00,31.42%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|3260.00P,AMZN,"3,260.00",+10.61%,554.50,563.00,571.50,643.96,0.00,unch,0,11,0.00,31.30%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|3280.00P,AMZN,"3,280.00",+11.29%,567.50,574.40,581.30,583.93,0.00,unch,0,7,0.00,31.10%,Put,367,03/17/23,03/04/22,33.99%,57.90%
AMZN|20230317|3300.00P,AMZN,"3,300.00",+11.97%,580.50,589.25,598.00,604.51,0.00,unch,0,44,0.00,31.18%,Put,367,03/17/23,02/24/22,33.99%,57.90%
AMZN|20230317|3320.00P,AMZN,"3,320.00",+12.64%,593.50,602.00,610.50,449.96,0.00,unch,0,25,0.00,31.07%,Put,367,03/17/23,02/10/22,33.99%,57.90%
AMZN|20230317|3340.00P,AMZN,"3,340.00",+13.32%,606.50,615.25,624.00,487.52,0.00,unch,0,"1,456",0.00,30.99%,Put,367,03/17/23,02/15/22,33.99%,57.90%
AMZN|20230317|3360.00P,AMZN,"3,360.00",+14.00%,622.30,629.65,637.00,635.53,-61.56,-8.83%,1,19,0.05,31.52%,Put,367,03/17/23,03/15/22,33.99%,57.90%
AMZN|20230317|3380.00P,AMZN,"3,380.00",+14.68%,635.70,642.85,650.00,724.23,0.00,unch,0,60,0.00,30.90%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|3400.00P,AMZN,"3,400.00",+15.36%,646.50,654.75,663.00,669.13,0.00,unch,0,72,0.00,30.66%,Put,367,03/17/23,03/10/22,33.99%,57.90%
AMZN|20230317|3420.00P,AMZN,"3,420.00",+16.04%,660.00,669.00,678.00,574.30,0.00,unch,0,56,0.00,30.62%,Put,367,03/17/23,03/01/22,33.99%,57.90%
AMZN|20230317|3440.00P,AMZN,"3,440.00",+16.72%,677.25,684.23,691.20,548.00,0.00,unch,0,68,0.00,30.65%,Put,367,03/17/23,02/16/22,33.99%,57.90%
AMZN|20230317|3460.00P,AMZN,"3,460.00",+17.39%,688.00,696.45,704.90,624.62,0.00,unch,0,27,0.00,30.41%,Put,367,03/17/23,02/18/22,33.99%,57.90%
AMZN|20230317|3480.00P,AMZN,"3,480.00",+18.07%,702.00,711.00,720.00,663.78,0.00,unch,0,17,0.00,30.36%,Put,367,03/17/23,03/03/22,33.99%,57.90%
AMZN|20230317|3500.00P,AMZN,"3,500.00",+18.75%,717.00,725.45,733.90,793.67,0.00,unch,0,64,0.00,30.29%,Put,367,03/17/23,03/14/22,33.99%,57.90%
AMZN|20230317|3520.00P,AMZN,"3,520.00",+19.43%,730.50,739.50,748.50,590.96,0.00,unch,0,55,0.00,30.17%,Put,367,03/17/23,02/15/22,33.99%,57.90%
AMZN|20230317|3540.00P,AMZN,"3,540.00",+20.11%,747.90,755.20,762.50,650.24,0.00,unch,0,111,0.00,30.19%,Put,367,03/17/23,02/25/22,33.99%,57.90%
AMZN|20230317|3560.00P,AMZN,"3,560.00",+20.79%,760.50,769.00,777.50,631.07,0.00,unch,0,6,0.00,30.02%,Put,367,03/17/23,02/11/22,33.99%,57.90%
AMZN|20230317|3580.00P,AMZN,"3,580.00",+21.47%,775.50,784.25,793.00,921.61,0.00,unch,0,16,0.00,29.98%,Put,367,03/17/23,03/08/22,33.99%,57.90%
AMZN|20230317|3600.00P,AMZN,"3,600.00",+22.14%,789.50,798.50,807.50,809.54,-98.69,-10.87%,1,90,0.01,29.83%,Put,367,03/17/23,03/15/22,33.99%,57.90%
AMZN|20230317|3700.00P,AMZN,"3,700.00",+25.54%,868.65,876.58,884.50,991.43,0.00,unch,0,142,0.00,29.57%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|3800.00P,AMZN,"3,800.00",+28.93%,947.00,954.73,962.45,"1,077.55",0.00,unch,0,105,0.00,29.02%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|3900.00P,AMZN,"3,900.00",+32.32%,"1,030.50","1,038.03","1,045.55","1,181.95",0.00,unch,0,83,0.00,28.75%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|4000.00P,AMZN,"4,000.00",+35.72%,"1,115.50","1,123.03","1,130.55","1,111.86",0.00,unch,0,66,0.00,28.40%,Put,367,03/17/23,03/11/22,33.99%,57.90%
AMZN|20230317|4100.00P,AMZN,"4,100.00",+39.11%,"1,201.00","1,209.95","1,218.90","1,360.73",0.00,unch,0,71,0.00,28.02%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|4200.00P,AMZN,"4,200.00",+42.50%,"1,292.75","1,299.95","1,307.15","1,454.68",0.00,unch,0,68,0.00,27.81%,Put,367,03/17/23,03/09/22,33.99%,57.90%
AMZN|20230317|4300.00P,AMZN,"4,300.00",+45.89%,"1,380.50","1,389.33","1,398.15","1,437.58",0.00,unch,0,55,0.00,27.21%,Put,367,03/17/23,03/10/22,33.99%,57.90%
AMZN|20230317|4400.00P,AMZN,"4,400.00",+49.29%,"1,474.00","1,482.90","1,491.80","1,467.95",0.00,unch,0,70,0.00,27.11%,Put,367,03/17/23,03/10/22,33.99%,57.90%
AMZN|20230317|4500.00P,AMZN,"4,500.00",+52.68%,"1,570.00","1,578.00","1,586.00","1,587.43",-61.01,-3.70%,2,153,0.01,27.12%,Put,367,03/17/23,03/15/22,33.99%,57.90%
AMZN|20230317|4600.00P,AMZN,"4,600.00",+56.07%,"1,665.00","1,673.00","1,681.00","1,674.22",0.00,unch,0,82,0.00,26.89%,Put,367,03/17/23,03/11/22,33.99%,57.90%
AMZN|20230317|4700.00P,AMZN,"4,700.00",+59.47%,"1,759.50","1,768.00","1,776.50","1,828.77",0.00,unch,0,45,0.00,26.40%,Put,367,03/17/23,03/14/22,33.99%,57.90%
AMZN|20230317|4800.00P,AMZN,"4,800.00",+62.86%,"1,854.50","1,863.50","1,872.50","1,945.36",0.00,unch,0,51,0.00,25.69%,Put,367,03/17/23,03/14/22,33.99%,57.90%
AMZN|20230317|4900.00P,AMZN,"4,900.00",+66.25%,"1,955.00","1,962.75","1,970.50","1,885.28",0.00,unch,0,48,0.00,26.23%,Put,367,03/17/23,02/25/22,33.99%,57.90%
AMZN|20230317|5000.00P,AMZN,"5,000.00",+69.65%,"2,053.50","2,061.00","2,068.50","1,983.67",0.00,unch,0,57,0.00,26.24%,Put,367,03/17/23,02/28/22,33.99%,57.90%
AMZN|20230317|5100.00P,AMZN,"5,100.00",+73.04%,"2,150.50","2,158.75","2,167.00","1,979.83",0.00,unch,0,60,0.00,25.78%,Put,367,03/17/23,02/15/22,33.99%,57.90%
AMZN|20230317|5200.00P,AMZN,"5,200.00",+76.43%,"2,250.00","2,257.75","2,265.50","2,302.72",0.00,unch,0,37,0.00,25.86%,Put,367,03/17/23,02/24/22,33.99%,57.90%
AMZN|20230317|5300.00P,AMZN,"5,300.00",+79.82%,"2,348.00","2,356.25","2,364.50","2,382.31",0.00,unch,0,39,0.00,25.36%,Put,367,03/17/23,03/14/22,33.99%,57.90%
AMZN|20230317|5400.00P,AMZN,"5,400.00",+83.22%,"2,449.00","2,456.25","2,463.50","2,481.54",0.00,unch,0,6,0.00,26.03%,Put,367,03/17/23,03/14/22,33.99%,57.90%
"Downloaded from Barchart.com as of 03-16-2022 08:24am CDT"
